Summary:
Number of strings read: 4096
Number of strings stored in hash table: 4096
Number of strings in their home addresses: 1086
Number of collisions: 3010
Average number of string comparisons: 538.652832

Index    Key               Home Index    In Home    Comparisons
220      zeyekadtc         220           YES        1          
221      ---               ---           ---        ---        
222      tdnnacldp         222           YES        1          
223      tjbcneteh         223           YES        1          
224      ---               ---           ---        ---        
225      luhfmmodc         222           NO         4          
226      rkaealavj         226           YES        1          
227      mcevegiij         227           YES        1          
228      ---               ---           ---        ---        
229      lzvhccdni         229           YES        1          
230      ---               ---           ---        ---        
231      bbtitfiie         231           YES        1          
232      ---               ---           ---        ---        
233      lepkmlcel         233           YES        1          
234      bmdmxccjj         234           YES        1          
235      ---               ---           ---        ---        
236      ---               ---           ---        ---        
237      ---               ---           ---        ---        
238      ceoqdvadl         238           YES        1          
239      gyjfcgdnm         238           NO         2          
240      yhlfakwef         240           YES        1          
241      vhkkhawkb         241           YES        1          
242      grnzangff         242           YES        1          
243      xcrybyedb         242           NO         2          
244      ---               ---           ---        ---        
245      dnddenvhe         245           YES        1          
246      jzyqkncdd         246           YES        1          
247      eamigdrdo         247           YES        1          
248      ---               ---           ---        ---        
249      wtbxnbucb         249           YES        1          
250      kqkuwepaa         249           NO         2          
251      hdtwgrjfa         251           YES        1          
252      ffbvuafof         252           YES        1          
253      hlgcjhrbo         253           YES        1          
254      nkziupagc         254           YES        1          
255      jaeyskkag         249           NO         7          
256      ---               ---           ---        ---        
257      oblbkjgkn         254           NO         4          
258      ---               ---           ---        ---        
259      ---               ---           ---        ---        
260      pvdoqatcf         254           NO         7          
261      iyicgjfds         251           NO         11         
262      bfiferjqe         262           YES        1          
263      tffcovben         262           NO         2          
264      wuciqgsia         264           YES        1          
265      ---               ---           ---        ---        
266      qsdidizef         266           YES        1          
267      hpqplbphe         261           NO         7          
268      ---               ---           ---        ---        
269      vnrlcvleb         254           NO         16         
270      uaeujdkep         270           YES        1          
271      mtpdqmeao         271           YES        1          
272      nnaligqco         271           NO         2          
273      riapireta         273           YES        1          
274      xdlmbfxif         273           NO         2          
275      dqmbnbgxf         275           YES        1          
276      kbxbyhfap         275           NO         2          
277      qyspbheog         277           YES        1          
278      fdosvhccn         277           NO         2          
279      leijmwfcl         279           YES        1          
280      qqpshnnbf         280           YES        1          
281      eumkanbqk         281           YES        1          
282      wgaegzawc         282           YES        1          
283      ---               ---           ---        ---        
284      aklgrzamc         284           YES        1          
285      ---               ---           ---        ---        
286      pjmegpdok         286           YES        1          
287      xhaqvbbpg         251           NO         37         
288      ---               ---           ---        ---        
289      nwuajdqle         274           NO         16         
290      kopajgksg         290           YES        1          
291      hjjrsmdgj         290           NO         2          
292      eixbbhgsm         292           YES        1          
293      ab                293           YES        1          
294      bb                294           YES        1          
295      ac                295           YES        1          
296      kcgrrmjig         296           YES        1          
297      eb                297           YES        1          
298      dc                298           YES        1          
299      ae                299           YES        1          
300      hb                300           YES        1          
301      gc                301           YES        1          
302      yghbawxjc         302           YES        1          
303      kb                303           YES        1          
304      ic                303           NO         2          
305      mb                305           YES        1          
306      pa                306           YES        1          
307      nfuurqifb         307           YES        1          
308      mc                307           NO         2          
309      fkrxbnnam         308           NO         2          
310      qa                307           NO         4          
311      pc                310           NO         2          
312      va                312           YES        1          
313      wa                313           YES        1          
314      xa                314           YES        1          
315      cdupybngh         314           NO         2          
316      ii                315           NO         2          
317      ki                317           YES        1          
318      jj                318           YES        1          
319      zb                318           NO         2          
320      fm                320           YES        1          
321      yd                321           YES        1          
322      uf                321           NO         2          
323      gk                317           NO         7          
324      ri                324           YES        1          
325      uh                325           YES        1          
326      ok                325           NO         2          
327      yg                327           YES        1          
328      qk                327           NO         2          
329      bl                314           NO         16         
330      zh                330           YES        1          
331      zg                328           NO         4          
332      dt                332           YES        1          
333      gs                333           YES        1          
334      uibpnlqcm         324           NO         11         
335      kd                307           NO         29         
336      bw                336           YES        1          
337      gp                327           NO         11         
338      zl                338           YES        1          
339      sp                339           YES        1          
340      xn                340           YES        1          
341      az                341           YES        1          
342      jdzrnlbud         341           NO         2          
343      cw                337           NO         7          
344      rs                344           YES        1          
345      ss                345           YES        1          
346      vvgxwldjf         345           NO         2          
347      yq                347           YES        1          
348      zq                348           YES        1          
349      iz                349           YES        1          
350      wedxiedjw         344           NO         7          
351      wt                351           YES        1          
352      zs                352           YES        1          
353      vt                350           NO         4          
354      bgznliedw         351           NO         4          
355      wq                345           NO         11         
356      rt                346           NO         11         
357      ww                357           YES        1          
358      xw                358           YES        1          
359      rd                314           NO         46         
360      voipkwokb         360           YES        1          
361      yx                361           YES        1          
362      jidietfkq         317           NO         46         
363      rr                342           NO         22         
364      hrpmvcbxh         363           NO         2          
365      feamnpcun         365           YES        1          
366      yz                365           NO         2          
367      mduzgdllm         357           NO         11         
368      fwkhkznfi         368           YES        1          
369      xgjtipqnd         369           YES        1          
370      jrwkdyhqd         370           YES        1          
371      kv                343           NO         29         
372      kn                327           NO         46         
373      sljurvgcl         373           YES        1          
374      hrdnctkyd         373           NO         2          
375      jinabqzvb         375           YES        1          
376      kk                321           NO         56         
377      sb                311           NO         67         
378      fwkbocglz         378           YES        1          
379      qs                343           NO         37         
380      evcpyscme         344           NO         37         
381      aztdeieks         315           NO         67         
382      mr                337           NO         46         
383      hp                328           NO         56         
384      tglyxiefp         384           YES        1          
385      vj                330           NO         56         
386      ku                341           NO         46         
387      knqdrwgpg         387           YES        1          
388      sixjgmpgp         387           NO         2          
389      im                323           NO         67         
390      yp                345           NO         46         
391      giwsmveen         381           NO         11         
392      jh                314           NO         79         
393      wb                315           NO         79         
394      ym                339           NO         56         
395      wi                329           NO         67         
396      kz                351           NO         46         
397      jv                342           NO         56         
398      qqreebasv         332           NO         67         
399      ul                333           NO         67         
400      miixrpvfe         400           YES        1          
401      sxaizxtdd         401           YES        1          
402      soqzqudpb         402           YES        1          
403      juosifxdo         402           NO         2          
404      uy                359           NO         46         
405      io                327           NO         79         
406      fw                340           NO         67         
407      bf                302           NO         106        
408      xaznkfjez         408           YES        1          
409      dm                318           NO         92         
410      qg                319           NO         92         
411      ugibwumkl         411           YES        1          
412      jx                346           NO         67         
413      yxiayersg         413           YES        1          
414      eh                309           NO         106        
415      gtxjpavvc         415           YES        1          
416      hu                338           NO         79         
417      bpqmwtdmj         407           NO         11         
418      gmeqgdwju         418           YES        1          
419      oylqkyces         419           YES        1          
420      fx                342           NO         79         
421      mtqitogwe         421           YES        1          
422      zo                344           NO         79         
423      ux                357           NO         67         
424      stavigzpa         369           NO         56         
425      oa                305           NO         121        
426      nb                306           NO         121        
427      szjmcxxjf         427           YES        1          
428      ilfluqewj         428           YES        1          
429      dp                324           NO         106        
430      bsflillnv         430           YES        1          
431      qmpjuriwc         431           YES        1          
432      johgiyzlf         432           YES        1          
433      tfgtiavpq         432           NO         2          
434      ko                329           NO         106        
435      gj                315           NO         121        
436      lh                316           NO         121        
437      igsrwnocp         437           YES        1          
438      itbnjrugq         438           YES        1          
439      tt                348           NO         92         
440      lnwrmftkm         440           YES        1          
441      oeqwzkfln         441           YES        1          
442      qbpequyek         427           NO         16         
443      wf                323           NO         121        
444      yvokyskne         444           YES        1          
445      mzwgltcbr         354           NO         92         
446      uw                355           NO         92         
447      xo                342           NO         106        
448      dvnqshsxa         448           YES        1          
449      qd                313           NO         137        
450      slpjgxjjh         345           NO         106        
451      of                315           NO         137        
452      kx                347           NO         106        
453      fcgdfnezz         453           YES        1          
454      mx                349           NO         106        
455      zxxngnkql         455           YES        1          
456      vpltbfnvq         456           YES        1          
457      un                337           NO         121        
458      pi                322           NO         137        
459      cfdthjpow         459           YES        1          
460      lxlzblugr         460           YES        1          
461      nc                308           NO         154        
462      asvuveojo         462           YES        1          
463      ifmpxgzpf         463           YES        1          
464      qc                311           NO         154        
465      hgvedwdkz         429           NO         37         
466      utnmizgwd         438           NO         29         
467      xy                362           NO         106        
468      trsmmnpnm         468           YES        1          
469      ws                349           NO         121        
470      wxdxpwnfa         365           NO         106        
471      is                335           NO         137        
472      ao                319           NO         154        
473      ev                337           NO         137        
474      gm                321           NO         154        
475      hm                322           NO         154        
476      eo                323           NO         154        
477      hn                324           NO         154        
478      tq                342           NO         137        
479      lgyowrkbu         479           YES        1          
480      mupaewkmg         327           NO         154        
481      qtrgxsalu         478           NO         4          
482      fzlivixud         479           NO         4          
483      iaocmuooi         378           NO         106        
484      urhusacux         484           YES        1          
485      rmuviywna         485           YES        1          
486      tcgllqbuz         486           YES        1          
487      np                334           NO         154        
488      an                317           NO         172        
489      pmelaptlz         489           YES        1          
490      xwedkxhdv         399           NO         92         
491      nr                338           NO         154        
492      xikxtukbu         492           YES        1          
493      rsjyllepa         303           NO         191        
494      nqqqhrhwn         494           YES        1          
495      nt                342           NO         154        
496      gx                343           NO         154        
497      jtlrvoael         326           NO         172        
498      ra                308           NO         191        
499      qqiosyjbc         309           NO         191        
500      bntvxmcyj         500           YES        1          
501      ru                348           NO         154        
502      jobokljaw         331           NO         172        
503      vvhireorm         425           NO         79         
504      qkfyywtje         498           NO         7          
505      psiibfpyr         450           NO         56         
506      ndhfzovud         461           NO         46         
507      zt                354           NO         154        
508      obndtvkud         403           NO         106        
509      cyxvjzeaz         509           YES        1          
510      esqlniujn         432           NO         79         
511      faviwfqxn         511           YES        1          
512      vcvomjvdg         341           NO         172        
513      hw                342           NO         172        
514      ot                343           NO         172        
515      fqjjuxueo         494           NO         22         
516      piegvywbu         516           YES        1          
517      pbzerrlkg         364           NO         154        
518      fzeunbxbr         398           NO         121        
519      ogroyfwti         519           YES        1          
520      drzhhluhz         520           YES        1          
521      uzhzycuqi         521           YES        1          
522      xsenaarlq         332           NO         191        
523      tv                352           NO         172        
524      zkuruikbs         419           NO         106        
525      vdwpkpzlk         504           NO         22         
526      nq                336           NO         191        
527      wxdzervuh         527           YES        1          
528      dw                338           NO         191        
529      qstnqbyfy         529           YES        1          
530      uqcunplnw         530           YES        1          
531      zulmgvhus         531           YES        1          
532      fn                322           NO         211        
533      cz                343           NO         191        
534      ma                303           NO         232        
535      rjarjcutz         535           YES        1          
536      ho                326           NO         211        
537      sj                327           NO         211        
538      uyywfskmr         538           YES        1          
539      at                329           NO         211        
540      ldogvolyp         534           NO         7          
541      grnskmvql         505           NO         37         
542      cyvfsqmzj         542           YES        1          
543      pytalipvq         498           NO         46         
544      kmajruyta         453           NO         92         
545      casjejyzr         545           YES        1          
546      ysiewvrkr         546           YES        1          
547      pf                316           NO         232        
548      izdtuizla         412           NO         137        
549      hnobyizcs         458           NO         92         
550      vvvvvbwir         550           YES        1          
551      dn                320           NO         232        
552      mj                321           NO         232        
553      xe                322           NO         232        
554      hqppunmed         323           NO         232        
555      urxdldnzw         555           YES        1          
556      lhzlgyyol         555           NO         2          
557      ggyukkuyj         551           NO         7          
558      qywtmdtxl         558           YES        1          
559      sebytflzt         556           NO         4          
560      cwybfdqnk         329           NO         232        
561      ezdgjzmyq         560           NO         2          
562      tftbtrrrs         562           YES        1          
563      tqlemurss         563           YES        1          
564      zijkbvkun         444           NO         121        
565      mhhyfjupi         412           NO         154        
566      jncrwehzy         566           YES        1          
567      mwwmllyls         567           YES        1          
568      qjlnljqsz         567           NO         2          
569      nzlpfqtrl         503           NO         67         
570      ezfmrvdyt         570           YES        1          
571      pr                340           NO         232        
572      sf                319           NO         254        
573      wkzfvexps         567           NO         7          
574      uubnvjebr         321           NO         254        
575      znzxstkaz         575           YES        1          
576      gn                323           NO         254        
577      xq                346           NO         232        
578      xoxxcuhqj         458           NO         121        
579      zlewbstpx         578           NO         2          
580      ui                327           NO         254        
581      ovtncmzxn         581           YES        1          
582      otedzzwzc         581           NO         2          
583      rw                352           NO         232        
584      je                308           NO         277        
585      bu                332           NO         254        
586      vavtrjrxo         586           YES        1          
587      wpjyuckze         451           NO         137        
588      vczhblpyj         435           NO         154        
589      jxdprupaq         436           NO         154        
590      fab               590           YES        1          
591      qwzbgmnhz         471           NO         121        
592      ay                339           NO         254        
593      qf                317           NO         277        
594      ssmtpqgvv         594           YES        1          
595      kab               595           YES        1          
596      nawsrxons         596           YES        1          
597      iyjoulrvq         594           NO         4          
598      euhypwzbv         598           YES        1          
599      ibsshqvqw         598           NO         2          
600      hstzhhktk         447           NO         154        
601      mcb               601           YES        1          
602      frxqwudmz         602           YES        1          
603      mm                327           NO         277        
604      kda               598           NO         7          
605      nxrrtzrvd         595           NO         11         
606      eee               606           YES        1          
607      ofa               606           NO         2          
608      abi               608           YES        1          
609      pae               609           YES        1          
610      mfvqvvwet         595           NO         16         
611      whaavgyhy         475           NO         137        
612      gratxdvxg         492           NO         121        
613      bpvtuejny         535           NO         79         
614      bfh               614           YES        1          
615      cob               615           YES        1          
616      pcf               616           YES        1          
617      ihe               616           NO         2          
618      dgh               618           YES        1          
619      scf               619           YES        1          
620      kfg               620           YES        1          
621      mmb               621           YES        1          
622      oeg               622           YES        1          
623      bd                298           NO         326        
624      paj               624           YES        1          
625      tai               625           YES        1          
626      gbm               626           YES        1          
627      btc               627           YES        1          
628      mfi               628           YES        1          
629      sbi               626           NO         4          
630      avc               630           YES        1          
631      epf               631           YES        1          
632      aen               629           NO         4          
633      bhm               633           YES        1          
634      yja               624           NO         11         
635      ugh               635           YES        1          
636      rpc               635           NO         2          
637      lqe               637           YES        1          
638      igm               638           YES        1          
639      atg               638           NO         2          
640      fqh               640           YES        1          
641      fgo               641           YES        1          
642      asi               642           YES        1          
643      vcm               643           YES        1          
644      nxb               644           YES        1          
645      nza               645           YES        1          
646      knawypvrt         646           YES        1          
647      tii               641           NO         7          
648      uxa               648           YES        1          
649      obr               649           YES        1          
650      wmh               649           NO         2          
651      jkn               650           NO         2          
652      clp               651           NO         2          
653      lvf               650           NO         4          
654      nwe               651           NO         4          
655      qdq               652           NO         4          
656      qri               656           YES        1          
657      ovtnkzzlt         657           YES        1          
658      xzb               658           YES        1          
659      pes               659           YES        1          
660      agw               660           YES        1          
661      dum               661           YES        1          
662      bsl               652           NO         11         
663      bto               663           YES        1          
664      lbx               664           YES        1          
665      kxh               659           NO         7          
666      ron               666           YES        1          
667      hpo               661           NO         7          
668      usk               668           YES        1          
669      hcz               668           NO         2          
670      wvi               670           YES        1          
671      ipf               635           NO         37         
672      ttl               672           YES        1          
673      dou               673           YES        1          
674      jez               674           YES        1          
675      knm               654           NO         22         
676      ngevxzlxt         676           YES        1          
677      lzi               667           NO         11         
678      pmt               678           YES        1          
679      alz               679           YES        1          
680      xjt               680           YES        1          
681      ixp               681           YES        1          
682      mlv               679           NO         4          
683      rez               682           NO         2          
684      ydx               681           NO         4          
685      izp               685           YES        1          
686      yqb               641           NO         46         
687      zwm               687           YES        1          
688      rtr               688           YES        1          
689      wup               689           YES        1          
690      cuv               687           NO         4          
691      edv               655           NO         37         
692      pte               647           NO         46         
693      lru               687           NO         7          
694      tmx               694           YES        1          
695      vnw               695           YES        1          
696      sgv               675           NO         22         
697      gyr               687           NO         11         
698      kuw               698           YES        1          
699      qtv               699           YES        1          
700      vjx               690           NO         11         
701      vws               701           YES        1          
